seq,anchorId,range,rssi,sec,nsec
22,1,6447,-89.16944163611616,264,968000000
22,2,7320,-92.20328230524522,264,977000000
23,0,3343,-88.2823121565812,265,60000000
23,1,6508,-88.86291984196582,265,66000000
23,2,7396,-92.14402598887708,265,69000000
24,0,3366,-88.85212958009221,265,160000000
24,1,6732,-90.1268809840296,265,167000000
24,2,7282,-93.35406954976476,265,170000000
25,0,3366,-88.22678966305475,265,260000000
25,1,6739,-89.73789933083985,265,261000000
25,2,7318,-91.4716821307846,265,271000000
26,0,3331,-88.06867229638418,265,360000000
26,1,6713,-89.84626367005382,265,363000000
26,2,7369,-92.09782755213514,265,366000000
27,0,3314,-88.66153356573322,265,460000000
27,1,6687,-89.98506482755276,265,472000000
27,2,7313,-92.93296954029292,265,475000000
28,0,3313,-88.4266315809248,265,560000000
28,1,6746,-90.31149426001856,265,568000000
28,2,7308,-92.11297417561543,265,574000000
29,0,3313,-88.24701494836928,265,660000000
29,1,6670,-89.73938664067862,265,665000000
29,2,7367,-91.66564281210772,265,668000000
30,0,3404,-87.32677830366211,265,760000000
30,1,6713,-89.444290148865,265,773000000
30,2,7415,-91.59224827173672,265,775000000
31,0,3398,-88.98579609029741,265,860000000
31,1,6768,-90.3532211317862,265,863000000
31,2,7456,-91.54045430088468,265,876000000
32,0,3402,-88.30170045172066,265,960000000
32,1,6804,-90.6029638651358,265,974000000
32,2,7523,-89.92400693654241,265,982000000
33,0,3392,-87.891704003967,266,60000000
33,1,6815,-89.71564822222649,266,71000000
33,2,7502,-90.70231556166016,266,75000000
34,0,3378,-88.49409346819542,266,160000000
34,1,6823,-90.17111209198654,266,165000000
34,2,7526,-90.90914044201897,266,167000000
35,0,3365,-87.93003090180653,266,260000000
35,1,7272,-92.57627686718554,266,268000000
35,2,7679,-91.91471631057792,266,279000000
36,0,3369,-88.57334566218972,266,360000000
36,1,7303,-93.7249997211452,266,369000000
36,2,7699,-93.21314781148337,266,371000000
37,0,3337,-88.40399034617558,266,460000000
37,1,7354,-92.90346997109316,266,461000000
37,2,7725,-92.96638108807412,266,465000000
38,0,3335,-87.66809614608022,266,560000000
38,1,7384,-92.93825583381128,266,564000000
38,2,7727,-92.6022254979977,266,567000000
39,0,3321,-88.03499931178904,266,660000000
39,1,7396,-91.33469934576014,266,668000000
39,2,7770,-92.79343239464173,266,673000000
40,0,3324,-88.04145240261074,266,760000000
40,1,7304,-93.60655459776312,266,761000000
40,2,7795,-92.65693611088231,266,765000000
41,0,3345,-88.51745366678986,266,860000000
41,1,7336,-91.4171392402458,266,867000000
41,2,7776,-92.3946876802178,266,869000000
42,0,3306,-88.52133633688796,266,960000000
42,1,7365,-92.43163031496516,266,961000000
42,2,7816,-91.65729880172158,266,963000000
43,0,3326,-88.4029335829955,267,60000000
43,1,7351,-93.87790051704364,267,65000000
43,2,7886,-92.76495777554402,267,74000000
44,0,3323,-88.1901236203156,267,160000000
44,1,7329,-91.054560675594,267,163000000
44,2,7863,-92.61640182457872,267,166000000
45,0,3333,-88.21149821252983,267,259000000
45,1,7360,-92.09106191429152,267,261000000
45,2,7901,-93.00764565055286,267,274000000
46,0,3303,-88.03729211240837,267,360000000
46,1,7411,-91.89607858097816,267,361000000
46,2,8002,-91.88782908720717,267,372000000
47,0,3305,-88.02362925787688,267,460000000
47,1,7451,-91.1152949938879,267,463000000
47,2,8047,-92.95847333324566,267,472000000
48,0,3299,-88.64483450219002,267,560000000
48,1,7425,-92.32389400087042,267,573000000
48,2,8026,-92.21881667289117,267,579000000
49,0,3330,-88.20383510913148,267,660000000
49,1,7491,-90.68045359022612,267,672000000
49,2,8058,-91.69835182642828,267,674000000
50,0,3294,-88.54897605499491,267,760000000
50,1,7529,-91.05257410113182,267,761000000
50,2,7862,-92.63582006478244,267,775000000
51,0,3285,-88.4550762129944,267,860000000
51,1,7554,-91.72279577548407,267,863000000
51,2,7910,-92.68483697377684,267,877000000
52,0,3267,-88.39662343798906,267,960000000
52,1,7558,-91.09171178227504,267,964000000
52,2,7928,-92.49270276010722,267,968000000
53,0,3291,-88.52806634500536,268,60000000
53,1,7609,-91.52524078504624,268,65000000
53,2,8192,-93.63444366031077,268,67000000
54,0,3306,-87.9719851528644,268,160000000
54,1,7651,-92.71700595138373,268,165000000
54,2,8215,-94.0172201542588,268,167000000
55,0,3273,-87.43560102844592,268,260000000
55,1,7681,-93.13536666890968,268,269000000
55,2,8264,-91.01579801958124,268,271000000
56,0,3218,-88.31029564700792,268,360000000
56,1,7685,-93.02110481453404,268,363000000
56,2,8264,-91.69500754593729,268,375000000
57,0,3181,-88.55689266377344,268,460000000
57,1,7708,-93.32214553128776,268,461000000
57,2,8286,-91.25866645403448,268,464000000
58,0,3294,-88.1116286397973,268,560000000
58,1,7695,-92.3529184672338,268,563000000
58,2,8341,-91.27975647485954,268,565000000
59,0,3267,-87.26385321412212,268,660000000
59,1,7714,-92.07646763642867,268,664000000
59,2,8349,-90.93575083757592,268,667000000
60,0,3222,-88.08930203692306,268,760000000
60,1,7758,-92.57427669658354,268,773000000
60,2,8339,-89.54901028579891,268,775000000
61,0,3201,-87.97587321854911,268,860000000
61,1,7731,-92.49850893991471,268,861000000
61,2,8492,-89.19617307422023,268,863000000
62,0,3199,-87.97522005364931,268,960000000
62,1,7739,-92.92486963508216,268,963000000
62,2,8483,-89.46608622292754,268,966000000
63,0,3226,-88.03358611077294,269,59000000
63,1,7742,-92.2068147485006,269,67000000
63,2,8539,-88.84947011674994,269,70000000
64,0,3241,-88.85269128276384,269,160000000
64,1,7764,-93.09832594803076,269,171000000
64,2,8584,-89.5504948847666,269,175000000
65,0,3218,-87.99117295883259,269,260000000
65,1,7782,-92.80707876285778,269,263000000
65,2,8485,-88.81555862712133,269,274000000
66,0,3201,-88.3489497653394,269,358000000
66,1,7803,-91.99593279944676,269,366000000
66,2,8533,-89.36319264179922,269,378000000
67,0,3194,-88.67418095207255,269,459000000
67,1,7764,-92.28244791276812,269,465000000
67,2,8552,-89.89847150931575,269,468000000
68,0,3185,-88.03820850223624,269,559000000
68,1,7784,-91.84794267555044,269,571000000
68,2,8557,-89.13595469706448,269,574000000
69,0,3178,-88.08512011520145,269,660000000
69,1,7814,-93.0137831547463,269,661000000
69,2,8713,-92.0101555207766,269,672000000
70,0,3177,-87.90409456748469,269,760000000
70,1,7851,-91.29438894787944,269,764000000
70,2,8761,-94.39042017373517,269,771000000
71,0,3191,-87.97145471612492,269,860000000
71,1,7798,-92.0048513967043,269,868000000
71,2,8787,-94.42003592827196,269,872000000
72,0,3142,-87.63896023478411,269,960000000
72,1,7793,-91.64508154059288,269,967000000
73,0,3162,-88.18594373350378,270,60000000
73,1,7759,-92.44612487571956,270,63000000
73,2,8779,-94.39634500267466,270,66000000
74,0,3171,-88.15529533605991,270,160000000
74,1,7775,-91.8782146234309,270,167000000
74,2,8789,-94.31905279539752,270,170000000
75,0,3190,-88.63593081031799,270,260000000
75,1,7806,-91.93750044190456,270,270000000
75,2,8805,-94.44547102828984,270,282000000
76,0,3125,-87.29962429885884,270,360000000
76,1,7783,-92.41730158789755,270,369000000
76,2,8746,-94.1756694898136,270,371000000
77,0,3183,-88.40118400996487,270,460000000
77,1,7776,-92.21398629058297,270,464000000
77,2,8780,-93.61720507355328,270,466000000
78,0,3207,-88.15547366009969,270,560000000
78,1,7798,-92.46993606564456,270,570000000
78,2,8799,-94.44647431303044,270,572000000
79,0,3182,-88.50911272856773,270,660000000
79,1,7821,-92.41168323308256,270,661000000
80,0,3174,-88.35989362075169,270,760000000
80,1,7785,-92.98361418025536,270,763000000
81,0,3153,-88.36992908030055,270,860000000
81,1,7804,-92.41148850196528,270,865000000
81,2,8780,-94.45024299126985,270,876000000
82,0,3202,-88.60781698006527,270,961000000
82,1,7827,-91.6201689239633,270,972000000
82,2,8801,-94.37439713252822,270,975000000
83,0,3189,-87.86641440899825,271,60000000
83,1,7792,-92.34320082287908,271,67000000
84,0,3173,-88.64239018536611,271,160000000
84,1,7769,-92.20895419924187,271,165000000
85,0,3176,-88.2283289151178,271,260000000
85,1,7818,-92.50515092577886,271,262000000
86,0,3183,-88.15004596463204,271,360000000
86,1,7792,-92.54872577696446,271,361000000
86,2,8805,-93.99396180691906,271,364000000
87,0,3154,-88.20489960233725,271,460000000
87,1,7814,-92.5360582363871,271,462000000
88,0,3166,-87.30545933443086,271,564000000
88,1,7821,-92.1477708969676,271,577000000
88,2,8826,-94.09470934728006,271,579000000
89,0,3186,-87.7347466307513,271,659000000
89,1,7792,-91.93090491602472,271,666000000
90,0,3154,-87.54698334932361,271,760000000
90,1,7756,-91.66176334049904,271,764000000
90,2,8800,-94.2669755071164,271,766000000
91,0,3216,-88.49873912900156,271,860000000
91,1,7740,-92.41463603305144,271,865000000
91,2,8801,-94.37044231147176,271,867000000
92,0,3156,-88.39024311577418,271,959000000
92,1,7787,-92.53995857791718,271,971000000
92,2,8810,-93.93506050893409,271,974000000
93,0,3223,-88.12981262573088,272,60000000
93,1,7802,-92.49906160069122,272,64000000
93,2,8785,-93.7362501917052,272,69000000
94,0,3177,-87.55855545095083,272,160000000
94,1,7783,-92.6800976580762,272,165000000
94,2,8806,-93.98338120040684,272,167000000
95,0,3153,-88.50537768183744,272,260000000
95,1,7787,-91.60778523153296,272,271000000
95,2,8780,-94.47097040381284,272,281000000
96,0,3180,-89.09945871321611,272,360000000
96,1,7788,-91.34188811376042,272,371000000
97,0,3161,-88.94916043900106,272,459000000
97,1,7836,-93.19519544084211,272,464000000
97,2,8961,-90.89334281236113,272,466000000
98,0,3110,-88.30108920357502,272,560000000
98,1,7782,-91.48749911515168,272,568000000
98,2,8988,-92.44980274186555,272,570000000
99,0,3057,-87.96839825132307,272,659000000
99,1,7777,-93.22739932254916,272,668000000
99,2,8964,-92.2083226752227,272,672000000
100,0,3052,-88.56706262022266,272,760000000
100,1,7729,-92.37411130238333,272,764000000
100,2,8999,-92.35392807278284,272,766000000
101,0,3006,-87.7654686860023,272,860000000
101,1,7727,-92.4058982913328,272,866000000
101,2,9015,-92.87381908267083,272,879000000
102,0,2931,-88.7637206485448,272,960000000
102,1,7652,-92.34527805680244,272,963000000
102,2,9018,-92.24543605990644,272,969000000
103,0,2927,-88.26442132589659,273,60000000
103,1,7602,-92.12130172201492,273,77000000
103,2,9015,-92.2930839472779,273,85000000
104,0,2934,-88.00746742790349,273,160000000
104,1,7565,-90.34936034932286,273,170000000
104,2,9020,-92.03421089873916,273,181000000
105,0,2837,-88.35290116147588,273,259000000
105,1,7519,-89.81466704676895,273,273000000
105,2,9021,-92.01992557630916,273,276000000
106,0,2763,-88.02074665971057,273,360000000
106,1,7467,-91.2116840524954,273,364000000
106,2,9041,-92.97375876669842,273,377000000
107,0,2747,-88.83122927923921,273,460000000
107,1,7485,-91.22080348793956,273,469000000
107,2,8995,-91.7594338414761,273,473000000
108,0,2757,-88.02088003287908,273,560000000
108,1,7402,-91.64191126906022,273,564000000
108,2,9032,-91.6231428068622,273,566000000
109,0,2685,-88.09134860368651,273,660000000
109,1,7335,-90.92164079488076,273,669000000
109,2,9023,-91.84098917469848,273,673000000
110,0,2638,-87.96016289627674,273,760000000
110,1,7422,-91.24500264210484,273,763000000
110,2,9033,-92.37144249445164,273,773000000
111,0,2652,-88.98926241604494,273,860000000
111,1,7387,-92.595518357721,273,866000000
111,2,9055,-91.90071367885136,273,869000000
112,0,2573,-87.43459963344162,273,960000000
112,1,7329,-93.70123039704532,273,963000000
112,2,9069,-91.93488598933897,273,971000000
113,0,2559,-88.3176150339946,274,58000000
113,1,7302,-94.11251526867892,274,63000000
113,2,9101,-92.49272638616736,274,66000000
114,0,2559,-87.5243755534258,274,160000000
114,1,7352,-90.95675744709555,274,165000000
114,2,9087,-92.19035600316784,274,168000000
115,0,2532,-88.72512690782675,274,260000000
115,1,7385,-91.11699641720254,274,270000000
116,0,2476,-88.6494954015592,274,359000000
116,1,7308,-92.55797555756318,274,363000000
116,2,8838,-93.46776710042614,274,365000000
117,0,2406,-88.33037380521314,274,460000000
117,1,7392,-91.08467393015717,274,471000000
117,2,8856,-94.40562060221536,274,473000000
118,0,2401,-88.38329000225919,274,560000000
118,1,7396,-91.0162893357821,274,562000000
118,2,8834,-91.7407036686016,274,570000000
119,0,2423,-88.59609509079313,274,660000000
119,1,7427,-91.61093292258674,274,665000000
119,2,8874,-93.5842421988617,274,678000000
120,0,2345,-87.62326495371997,274,760000000
120,1,7335,-93.62375352088776,274,769000000
120,2,8894,-92.69789347300798,274,772000000
121,0,2316,-88.00666518156069,274,860000000
121,1,7318,-93.29946019843575,274,866000000
121,2,9013,-91.80087543712328,274,868000000
122,0,2320,-88.13745448613673,274,960000000
122,1,7343,-93.31777700089648,274,961000000
122,2,9041,-92.62907857323027,274,974000000
123,0,2227,-88.08914330892071,275,60000000
123,1,7282,-93.7685077871118,275,65000000
123,2,9068,-93.12813487955913,275,67000000
124,0,2243,-87.6758589087651,275,160000000
124,1,7233,-92.96980417875795,275,162000000
124,2,9109,-92.58870714939631,275,175000000
125,0,2201,-88.24499656338966,275,261000000
125,1,6872,-89.95901376039222,275,265000000
125,2,9097,-92.43390570650202,275,275000000
126,0,2223,-88.02791106250746,275,360000000
126,1,6816,-89.88622642847433,275,377000000
126,2,9113,-93.57892144709234,275,381000000
127,0,2177,-88.8615287466196,275,460000000
127,1,6817,-89.80540794937914,275,468000000
127,2,9121,-91.91279468992332,275,478000000
128,0,2183,-88.39343314975294,275,560000000
128,1,6793,-89.97164477311885,275,564000000
128,2,9142,-92.42020827001666,275,571000000
129,0,2153,-88.32331733604425,275,660000000
129,1,6691,-89.9666469732588,275,667000000
129,2,9171,-93.77484724204766,275,679000000
130,0,2162,-88.72188182454786,275,760000000
130,1,6703,-90.12108266176465,275,762000000
130,2,9175,-92.15020121685532,275,766000000
131,0,2131,-88.13623985242438,275,860000000
131,1,6681,-90.19772962905536,275,867000000
131,2,9199,-93.65044734317094,275,869000000
132,0,2104,-87.8417783911203,275,958000000
132,1,6699,-90.59585446368492,275,965000000
132,2,9245,-93.47105421993632,275,979000000
133,0,2073,-88.40739789737054,276,60000000
133,1,6760,-90.20931033586568,276,68000000
133,2,9272,-93.56300089224338,276,72000000
134,0,2104,-88.60174891222819,276,160000000
134,1,6783,-90.07287719269458,276,169000000
135,0,2094,-87.99999899107938,276,260000000
135,1,6713,-90.62181614338336,276,262000000
136,0,2063,-87.33494855248779,276,360000000
136,1,6685,-89.97638006715785,276,367000000
137,0,2051,-87.96508719586797,276,459000000
137,1,6716,-89.67512372063881,276,471000000
138,0,2071,-88.19840517635402,276,560000000
138,1,6765,-89.9687222469399,276,565000000
139,0,2035,-88.21624499074996,276,660000000
139,1,6741,-89.78033539732901,276,661000000
140,0,1989,-88.0904096692669,276,760000000
140,1,6714,-89.5257218258188,276,783000000
141,0,2031,-88.48671329457997,276,859000000
141,1,6710,-89.78436539936165,276,868000000
142,0,2024,-87.86204867774558,276,960000000
142,1,6521,-88.84573927097854,276,966000000
142,2,9373,-94.28543008293686,276,976000000
143,0,2011,-88.77064481847542,277,60000000
143,1,6496,-89.40596680538097,277,63000000
143,2,9197,-92.95909043618632,277,76000000
144,0,2024,-88.41702403785203,277,161000000
144,1,6458,-88.54309644149457,277,165000000
144,2,9222,-93.08909970323587,277,175000000
145,0,2075,-88.11161995951458,277,260000000
145,1,6446,-89.6679841206614,277,274000000
145,2,9213,-92.86723204518805,277,277000000
146,0,2009,-88.3059023816821,277,359000000
146,1,6466,-91.45818569930054,277,365000000
146,2,9250,-93.6963785105837,277,367000000
147,0,2031,-88.00062663428854,277,460000000
147,1,6692,-89.42395080250905,277,474000000
148,0,2034,-87.39883111537289,277,560000000
148,1,6603,-89.69958313013119,277,563000000
148,2,9660,-91.3573694233372,277,568000000
149,0,2049,-88.4457213446843,277,660000000
149,1,6641,-90.41826043822168,277,674000000
149,2,9722,-91.72706502296344,277,678000000
150,0,2057,-88.15375861688527,277,760000000
150,1,6587,-88.39748497971787,277,762000000
150,2,9710,-91.44063445440976,277,774000000
151,0,2057,-88.50822183149269,277,860000000
151,1,6588,-88.8758146980191,277,869000000
151,2,9745,-91.10794423161389,277,875000000
152,0,2083,-87.55741156954197,277,960000000
152,1,6597,-88.81945280254581,277,963000000
152,2,9765,-93.38650139788614,277,965000000
153,0,2096,-89.18088428775678,278,60000000
153,1,6352,-91.81076854714618,278,70000000
153,2,9823,-93.92535364606935,278,71000000
154,0,2113,-88.67720534401997,278,160000000
154,1,6361,-92.86665610944353,278,163000000
155,0,2101,-87.92634709545187,278,261000000
155,1,6360,-92.09447996646148,278,284000000
156,0,2150,-88.82022190635169,278,360000000
156,1,6273,-91.66059469311853,278,364000000
157,0,2169,-88.48236586318534,278,460000000
157,1,6280,-92.03338046146078,278,469000000
158,0,2205,-87.77521482236193,278,559000000
158,1,6283,-91.188875865066,278,563000000
159,0,2178,-88.0920550467053,278,660000000
159,1,6420,-89.68740802296362,278,671000000
160,0,2237,-88.51043402223218,278,762000000
160,1,6443,-91.93840978240912,278,765000000
161,0,2323,-87.67349110576045,278,860000000
161,1,6423,-91.94442213023632,278,872000000
162,0,2287,-88.60511581737961,278,960000000
162,1,6379,-92.1961167485044,278,964000000
163,0,2325,-87.56419784747712,279,60000000
163,1,6373,-92.41048699379544,279,71000000
164,0,2324,-88.660247869245,279,160000000
164,1,6361,-91.69278199081594,279,163000000
165,0,2329,-87.71175464733359,279,260000000
165,1,6127,-88.88858510665992,279,274000000
166,0,2343,-88.50281746653108,279,360000000
166,1,6072,-88.61332217709167,279,369000000
167,0,2370,-87.95938262556123,279,460000000
167,1,6039,-88.72010185840287,279,462000000
168,0,2383,-88.4157749070201,279,560000000
168,1,5985,-89.01422798090188,279,571000000
169,0,2361,-88.00602334418409,279,660000000
169,1,5937,-88.81920892172977,279,663000000
170,0,2425,-88.526288607046,279,760000000
170,1,6000,-87.88962652460292,279,770000000
171,0,2418,-88.43119902839925,279,860000000
171,1,5941,-87.79134033745574,279,864000000
172,0,2443,-88.23127310925433,279,960000000
172,1,5916,-88.97528190623282,279,969000000
173,0,2446,-87.8916758007051,280,60000000
173,1,5930,-88.87740239601013,280,62000000
174,0,2462,-87.79623232699554,280,160000000
174,1,5912,-88.3075027342433,280,176000000
175,0,2451,-87.84509695353704,280,260000000
175,1,6079,-88.33695967617403,280,270000000
176,0,2465,-88.0889870594303,280,360000000
176,1,6037,-88.84146162775913,280,364000000
177,0,2510,-88.05471047907355,280,460000000
177,1,6023,-88.81602470194515,280,482000000
178,0,2452,-88.34744230211157,280,560000000
178,1,6012,-88.38529940829133,280,570000000
179,0,2447,-87.61366671116869,280,660000000
179,1,5949,-88.07267329797524,280,663000000
180,0,2507,-88.43564469756423,280,760000000
180,1,6061,-89.24884055529785,280,762000000
181,0,2472,-88.28191018439105,280,860000000
181,1,6047,-88.17369868217571,280,866000000
182,0,2493,-87.88143991572264,280,960000000
182,1,6007,-89.00372066177708,280,968000000
183,0,2480,-88.01692197735572,281,60000000
183,1,6001,-87.80497927428594,281,62000000
184,0,2529,-86.90854207433156,281,159000000
184,1,5976,-88.2717201018865,281,168000000
185,0,2544,-88.59808925357247,281,260000000
185,1,5562,-88.86583170848132,281,272000000
186,0,2472,-87.98611821875893,281,359000000
186,1,5538,-88.43676870133622,281,365000000
187,0,2547,-87.99027304669418,281,460000000
187,1,5534,-88.6078887970261,281,465000000
188,0,2524,-87.78720742756728,281,560000000
188,1,5526,-88.72757276273923,281,566000000
189,0,2569,-88.5121994661917,281,660000000
189,1,5473,-88.98217958453999,281,668000000
190,0,2534,-88.1818122798588,281,760000000
190,1,5635,-87.68151316049845,281,765000000
191,0,2570,-88.13224048331398,281,858000000
191,1,5646,-88.817934569412,281,878000000
192,0,2594,-87.6599238583046,281,960000000
192,1,5602,-88.4574452929967,281,963000000
193,0,2543,-88.72613535112093,282,60000000
193,1,5585,-88.23446282175927,282,63000000
194,0,2610,-88.51726492954715,282,160000000
194,1,5554,-88.58396867575996,282,166000000
195,0,2586,-88.02726408164564,282,260000000
195,1,5583,-88.33888693104747,282,265000000
196,0,2590,-88.92265988781033,282,360000000
196,1,5554,-89.44009374624152,282,370000000
197,0,2603,-89.3861453040095,282,460000000
197,1,5535,-88.31447580034826,282,463000000
198,0,2576,-88.11624124285609,282,560000000
198,1,5740,-88.48487894663491,282,565000000
199,0,2570,-88.14991425552758,282,660000000
199,1,5706,-88.14896270639913,282,670000000
200,0,2575,-88.6302026443751,282,762000000
200,1,5738,-88.50573176690237,282,773000000
200,3,9926,-94.47168850383014,282,776000000
200,2,9870,-94.48387938019218,282,787000000
201,0,2582,-88.84423728004604,282,860000000
201,1,5670,-88.68120269796583,282,862000000
201,2,9887,-94.08673230391544,282,867000000
202,0,2598,-88.66314608480668,282,960000000
202,1,5718,-90.00174067466087,282,969000000
203,0,2581,-88.43358871906536,283,60000000
203,1,5664,-88.21158439675644,283,74000000
203,2,9859,-94.20776043716958,283,79000000
204,0,2611,-87.90710197715438,283,160000000
204,1,5664,-88.73632631545284,283,172000000
205,0,2628,-88.36464283843311,283,260000000
205,1,5643,-88.16230482424055,283,264000000
205,2,9859,-94.1933636051587,283,266000000
206,0,2618,-87.78323052371627,283,361000000
206,1,5680,-88.90040588536594,283,391000000
207,0,2608,-87.58416020745592,283,460000000
207,1,5681,-88.12864091849043,283,470000000
208,0,2620,-88.45245752197307,283,560000000
208,1,5636,-88.60516613033394,283,573000000
208,3,9878,-94.33657610015906,283,583000000
209,0,2568,-87.44945161736842,283,660000000
209,1,5643,-88.19809085941283,283,665000000
209,3,9938,-94.0145461897742,283,672000000
210,0,2643,-87.46209862819514,283,759000000
210,1,5686,-88.7612280793156,283,769000000
211,0,2652,-87.31281227417537,283,860000000
211,1,5629,-88.42628239720695,283,868000000
211,2,9835,-94.38995009606464,283,871000000
212,0,2638,-87.90314318658382,283,960000000
212,1,5659,-88.53006332201375,283,971000000
213,0,2663,-88.11804571820007,284,60000000
213,1,5659,-88.62359227336346,284,73000000
214,0,2671,-88.22834300341432,284,160000000
214,1,5660,-88.4843989943771,284,163000000
214,2,9842,-94.27623198970092,284,171000000
215,0,2646,-88.62740606289562,284,260000000
215,1,5650,-88.52499887679983,284,264000000
216,0,2650,-88.47669702328949,284,360000000
216,1,5612,-87.30101836563576,284,370000000
216,2,9824,-94.31867549018816,284,372000000
217,0,2678,-88.34781477794837,284,460000000
217,1,5603,-88.42202057720804,284,464000000
217,2,9855,-94.37847330576832,284,467000000
218,0,2700,-88.17094365946251,284,559000000
218,1,5645,-88.86240778836769,284,565000000
219,0,2693,-88.35775498225988,284,660000000
219,1,5433,-88.35943478471364,284,671000000
220,0,2675,-87.61067597673038,284,760000000
220,1,5419,-88.4387282756677,284,762000000
220,2,9842,-94.24524513749262,284,766000000
221,0,2646,-87.54696689664988,284,860000000
221,1,5413,-88.42446084871376,284,883000000
221,2,9813,-93.75697121541444,284,886000000
222,0,2694,-87.93280754989071,284,960000000
222,1,5372,-88.53744619426489,284,972000000
222,2,9849,-93.97126408066345,284,974000000
223,0,2697,-87.47890828935537,285,60000000
223,1,5437,-88.77936505199486,285,64000000
223,3,9895,-93.78679307466054,285,76000000
223,2,9845,-94.31201311286058,285,79000000
224,0,2743,-88.45144347538941,285,160000000
224,1,5406,-88.4044828549412,285,169000000
224,2,9827,-93.87132336724495,285,183000000
225,0,2718,-87.77395903132768,285,260000000
225,1,5373,-88.76507134375649,285,263000000
225,2,9825,-94.04214589670356,285,270000000
226,0,2702,-87.71701527985496,285,360000000
226,1,5413,-88.58854108035568,285,372000000
226,2,9827,-94.40497890467503,285,374000000
227,0,2700,-88.21656378542596,285,460000000
227,1,5393,-87.91192167761079,285,462000000
227,2,9823,-93.84967091635042,285,467000000
228,0,2707,-88.69933477343692,285,566000000
228,1,5410,-88.66126913864004,285,571000000
229,0,2728,-88.21469516519254,285,660000000
229,1,5380,-88.84719249780355,285,674000000
229,2,9756,-94.25432175186953,285,675000000
230,0,2700,-87.59524617031597,285,760000000
230,1,5375,-88.91747399089658,285,764000000
230,3,9863,-93.9993949481582,285,767000000
231,0,2715,-87.99391619048392,285,860000000
231,1,5388,-88.578020905935,285,865000000
231,3,9849,-93.5665506398565,285,868000000
232,0,2745,-87.39968888088906,285,960000000
232,1,5434,-88.2378932090743,285,962000000
232,2,9753,-94.12838994091916,285,973000000
233,0,2742,-87.09365825427491,286,60000000
233,1,5344,-87.79465766873328,286,65000000
233,2,9767,-94.323741633455,286,66000000
234,0,2709,-87.71861833073176,286,159000000
234,1,5338,-88.5458161359347,286,168000000
235,0,2705,-88.53218855156969,286,260000000
235,1,5361,-87.71007681577738,286,263000000
235,3,9869,-94.1466784489521,286,275000000
235,2,9741,-94.322582951081,286,278000000
236,0,2758,-87.00166336771609,286,360000000
236,1,5367,-88.65900015401783,286,366000000
236,3,9768,-93.6961867213886,286,369000000
236,2,9749,-94.12268634155495,286,382000000
237,0,2780,-88.21279046833884,286,459000000
237,1,5364,-88.72343698672222,286,472000000
237,3,9774,-93.7905736825887,286,479000000
237,2,9765,-94.26565600686898,286,485000000
238,0,2749,-87.80887166226609,286,560000000
238,1,5358,-88.42195145129142,286,566000000
238,3,9732,-94.23030195915184,286,569000000
238,2,9757,-94.20659955551878,286,580000000
239,0,2773,-87.56508994536627,286,660000000
239,1,5375,-87.39500805599504,286,671000000
239,3,9753,-94.015451928171,286,673000000
239,2,9770,-91.57710506572003,286,676000000
240,0,2749,-88.06908675341444,286,761000000
240,1,5333,-88.07560491743035,286,765000000
240,3,9729,-94.0950140139014,286,767000000
240,2,9735,-91.72276315301043,286,776000000
241,0,2785,-88.21658380598782,286,860000000
241,1,5567,-88.12426899301236,286,869000000
241,3,9738,-92.36545297196923,286,873000000
241,2,9747,-91.39556440991898,286,885000000
242,0,2730,-88.66189804575096,286,960000000
242,1,5556,-89.18151419666856,286,964000000
242,3,9764,-92.10413975598772,286,970000000
242,2,9738,-92.60255767922698,286,976000000
243,0,2778,-87.332966916566,287,60000000
243,1,5570,-88.1833806353899,287,67000000
243,3,9725,-91.89147180702382,287,71000000
243,2,9767,-92.14571112403736,287,81000000
244,0,2773,-88.36879585982973,287,160000000
244,1,5553,-88.5161651006821,287,171000000
244,3,9705,-91.1870780724064,287,176000000
244,2,9764,-91.7522230745674,287,186000000
245,0,2777,-88.32071585604324,287,260000000
245,1,5555,-88.96844345599808,287,263000000
245,3,9738,-91.51093615171006,287,273000000
245,2,9731,-91.52751017108748,287,276000000
246,0,2773,-88.58702659430188,287,362000000
246,1,5533,-88.49282000907282,287,366000000
246,3,9731,-91.48607412644104,287,375000000
246,2,9757,-92.14156865411874,287,381000000
247,0,2795,-87.57112528616913,287,460000000
247,1,5537,-88.61439794331166,287,468000000
247,3,9731,-91.86835568312728,287,476000000
247,2,9772,-91.90501655598304,287,485000000
248,0,2730,-88.48141436039059,287,560000000
248,1,5535,-88.4712012007943,287,565000000
248,3,9737,-91.4990160944895,287,569000000
248,2,9723,-91.93625882127428,287,581000000
249,0,2774,-87.96541742976142,287,660000000
249,1,5538,-88.5304150977545,287,674000000
249,3,9722,-92.45656382106304,287,676000000
249,2,9749,-92.0309676192568,287,683000000
250,0,2767,-87.9358251921469,287,760000000
250,1,5533,-88.53601688575316,287,770000000
250,3,9716,-91.52111946136336,287,773000000
250,2,9722,-93.09175130922657,287,781000000
251,0,2726,-87.48421164877837,287,860000000
251,1,5507,-88.96295197547809,287,865000000
251,3,9709,-92.12571522990169,287,876000000
251,2,9724,-91.68427675624064,287,878000000
252,0,2777,-87.64585426711032,287,959000000
252,1,5564,-88.13366793586407,287,970000000
252,3,9704,-91.88238317217346,287,974000000
252,2,9752,-91.35551468973118,287,979000000
253,0,2789,-88.60173331271851,288,60000000
