seq,anchorId,range,rssi,sec,nsec
86,2,6062,-88.87132749680704,476,166000000
87,0,4296,-88.20207969358098,476,260000000
87,1,5557,-88.22718077461707,476,265000000
87,2,6049,-88.90523806139369,476,266000000
88,0,4268,-87.61163673455552,476,360000000
88,1,5469,-87.78799649712153,476,371000000
88,2,6058,-88.16719812685108,476,376000000
89,0,4276,-87.93578875706004,476,460000000
89,1,5682,-88.88703405149538,476,465000000
89,2,6056,-88.20875090448162,476,467000000
90,0,4268,-88.409289449254,476,560000000
90,1,5630,-89.17051340167221,476,566000000
90,2,6051,-88.74011372047123,476,578000000
91,0,4067,-88.18208945126815,476,660000000
91,1,5624,-89.13067010503522,476,666000000
91,2,6080,-88.7785554630803,476,666000000
92,0,4030,-88.37977910859928,476,760000000
92,1,5422,-88.18735079669092,476,765000000
92,2,5920,-88.60188574460533,476,774000000
93,0,3999,-88.31356934816657,476,860000000
93,1,5337,-88.432051505297,476,863000000
93,2,5932,-88.39857983243054,476,865000000
94,0,4009,-88.34948394602003,476,960000000
94,1,5341,-88.39519934257272,476,979000000
94,2,5896,-88.2578934625476,476,980000000
95,0,3993,-87.42033895379967,477,60000000
95,1,5602,-88.34473193778717,477,72000000
95,2,5974,-88.1500676893601,477,75000000
96,0,3987,-88.02827289196557,477,160000000
96,1,5517,-88.76587389900364,477,162000000
96,2,5964,-88.45654584725673,477,165000000
97,0,3935,-88.22700654440763,477,259000000
97,1,5500,-88.62884227358326,477,265000000
97,2,5945,-88.87849655570193,477,269000000
98,0,4002,-88.14689736116941,477,360000000
98,1,5430,-88.30609291034297,477,364000000
98,2,5972,-88.25204190972308,477,364000000
99,0,3924,-88.33909558114988,477,459000000
99,1,5367,-88.45808585007582,477,467000000
99,2,5972,-88.06697877397328,477,470000000
100,0,3927,-88.12549862450916,477,560000000
100,1,5311,-87.14490063894416,477,570000000
100,2,5990,-88.63949866768517,477,574000000
101,0,3840,-88.02627589745441,477,660000000
101,1,5176,-88.46304323696518,477,663000000
101,2,5993,-88.84078107194823,477,666000000
102,0,3784,-88.95641804190323,477,758000000
102,1,5163,-87.90515321324789,477,762000000
102,2,5974,-87.80450157205367,477,774000000
103,0,3785,-88.14595949873686,477,860000000
103,1,5123,-88.32466985027803,477,866000000
103,2,5943,-89.08115229548689,477,868000000
104,0,3791,-88.28891890042111,477,960000000
104,1,5079,-88.768228841707,477,964000000
104,2,5970,-88.64469450996754,477,975000000
105,0,3768,-88.6519317363997,478,60000000
105,1,5203,-87.33141131601242,478,63000000
105,2,6002,-88.73370369085255,478,67000000
106,0,3794,-88.10286114826982,478,160000000
106,1,5162,-87.58937042700268,478,166000000
106,2,6001,-88.81616174384496,478,177000000
107,0,3752,-88.22138351001318,478,260000000
107,1,5179,-88.73639423689677,478,262000000
107,2,6060,-88.22204471926445,478,274000000
108,0,3769,-87.83913117158896,478,360000000
108,1,5065,-88.75461567037314,478,365000000
108,2,6025,-88.57657093397034,478,367000000
109,0,3751,-89.06146254971058,478,460000000
109,1,5037,-88.14470671028909,478,465000000
109,2,6087,-87.65812964287723,478,468000000
110,0,3722,-88.5041275958842,478,560000000
110,1,4967,-88.80769926242164,478,566000000
110,2,6067,-89.03167350708623,478,577000000
111,0,3768,-88.13593900546299,478,660000000
111,1,4961,-88.3485339641481,478,672000000
111,2,6083,-88.3010646105907,478,675000000
112,0,3767,-87.68727279122417,478,759000000
112,1,4997,-87.90222663078285,478,766000000
112,2,6093,-89.14408540497989,478,773000000
113,0,3766,-88.44617112865011,478,860000000
113,1,4947,-88.47112230674867,478,865000000
113,2,6382,-91.6181331681381,478,868000000
114,0,3713,-88.29086249290019,478,960000000
114,1,4917,-87.98586537550086,478,963000000
114,2,6377,-91.7092232168478,478,975000000
115,0,3719,-87.76097693276168,479,61000000
115,1,4672,-87.6955664514391,479,67000000
115,2,6360,-91.41250078788856,479,77000000
116,0,3750,-88.01857112994618,479,160000000
116,1,4672,-88.81804752572022,479,168000000
116,2,6353,-90.94104614389504,479,179000000
117,0,3719,-87.81094390991602,479,260000000
117,1,4669,-88.41795282688501,479,270000000
117,2,6443,-92.10193547746844,479,270000000
118,0,4086,-88.02324228900406,479,360000000
118,1,4620,-87.90025544719337,479,363000000
118,2,6430,-92.18404508306476,479,366000000
119,0,4111,-88.20031944076317,479,460000000
119,1,4582,-88.13217556275919,479,466000000
119,2,6432,-91.74685317085496,479,469000000
120,0,4109,-87.77907579983669,479,559000000
120,1,4478,-88.22309344793479,479,569000000
120,2,6431,-91.40697326645004,479,572000000
121,0,4109,-87.91780632940694,479,660000000
121,1,4631,-88.07455893275046,479,662000000
121,2,6239,-91.96836058951402,479,672000000
122,0,4102,-87.91448003300518,479,760000000
122,1,4619,-88.07770365868059,479,763000000
122,2,6263,-92.26511548432288,479,766000000
123,0,4063,-87.9199940429221,479,860000000
123,1,4553,-88.79449800227121,479,866000000
123,2,6291,-92.48142532257998,479,870000000
124,0,4093,-87.95431327968981,479,960000000
124,1,4565,-88.16082147434547,479,963000000
124,2,6298,-93.25095263431996,479,966000000
125,0,4107,-88.22230505807238,480,60000000
125,1,4632,-87.87439905205973,480,62000000
125,3,7280,-92.9720201283694,480,73000000
125,2,6290,-92.63262013997262,480,76000000
126,0,4080,-87.60682249750553,480,166000000
126,1,4563,-88.30719737214126,480,170000000
126,3,7307,-94.066176337336,480,181000000
126,2,6334,-91.47018127501926,480,185000000
127,0,4106,-88.10461710823951,480,259000000
127,1,4587,-88.42997083084644,480,262000000
127,3,7249,-94.0171754544878,480,274000000
127,2,6308,-92.4180760653006,480,277000000
128,0,4068,-88.34036374849371,480,360000000
128,1,4428,-87.34240086900489,480,363000000
128,3,7253,-92.82179828162302,480,370000000
128,2,6346,-92.0953255473497,480,377000000
129,0,4095,-88.09218370670911,480,460000000
129,1,4414,-88.1449143939,480,469000000
129,3,6869,-89.42175067561362,480,476000000
129,2,6563,-89.78376373048386,480,486000000
130,0,4109,-88.29693354326926,480,560000000
130,1,4391,-88.50710883420682,480,562000000
130,3,6866,-89.83354977024199,480,565000000
130,2,6598,-88.8410374365315,480,577000000
131,0,4092,-88.88907079842528,480,658000000
131,1,4325,-88.76539085958044,480,664000000
131,3,6862,-89.46530280097618,480,667000000
131,2,6641,-89.26594771871599,480,678000000
132,0,4089,-87.88008212082231,480,761000000
132,1,4412,-87.74445957535852,480,774000000
132,3,6876,-90.7277184172928,480,777000000
132,2,6648,-89.48579128443221,480,789000000
133,0,4091,-88.29255804161347,480,860000000
133,1,4351,-88.21862698692125,480,872000000
133,3,6866,-90.8381120930269,480,881000000
133,2,6629,-88.99729033457209,480,887000000
134,0,4096,-88.8637961665529,480,959000000
134,1,4346,-88.08434767059093,480,969000000
134,3,6841,-89.3442958741091,480,975000000
134,2,6672,-90.1577546435438,480,979000000
135,0,4095,-88.43775764063243,481,60000000
135,1,4274,-89.19655342046532,481,71000000
135,3,6842,-89.74497662224708,481,73000000
135,2,6451,-92.22376483974914,481,85000000
136,0,4083,-88.11742627946008,481,160000000
136,1,4395,-87.79497159555734,481,164000000
136,3,6856,-89.49163496095431,481,166000000
136,2,6430,-91.67054945392384,481,179000000
137,0,3736,-87.70935580696354,481,260000000
137,1,4404,-89.13672784207225,481,272000000
137,3,6847,-90.393569013673,481,275000000
137,2,6432,-89.53389291864895,481,277000000
138,0,3701,-87.8899503627993,481,359000000
138,1,4345,-88.67953832264963,481,367000000
138,3,6814,-90.03409307825383,481,379000000
138,2,6503,-89.11347470306316,481,387000000
139,0,3715,-88.76191688326537,481,460000000
139,1,4329,-88.39198911852249,481,463000000
139,3,6796,-89.75698337137635,481,474000000
139,2,6487,-89.20013074649049,481,478000000
140,0,3717,-88.60894102811942,481,560000000
140,1,4301,-87.9983985400402,481,565000000
140,3,6830,-89.3431589908465,481,569000000
140,2,6516,-89.24243701728076,481,578000000
141,0,3742,-87.62561980068051,481,659000000
141,1,4272,-88.54258228341817,481,689000000
141,3,6822,-90.82910745930188,481,691000000
141,2,6560,-89.14361905022054,481,699000000
142,0,3712,-88.35562982128327,481,759000000
142,1,4274,-88.30512359799265,481,766000000
142,3,6808,-90.48186367503315,481,777000000
142,2,6689,-89.97872785297795,481,780000000
143,0,3777,-88.28694310383858,481,860000000
143,1,4008,-87.64378871143214,481,870000000
143,3,6809,-90.3135056134404,481,872000000
143,2,6757,-89.57527650661413,481,879000000
144,0,3754,-88.84339832316873,481,960000000
144,1,3994,-88.27768064059073,481,974000000
144,3,6824,-89.44551086763066,481,975000000
144,2,6732,-90.0356223453993,481,988000000
145,0,3724,-88.54912211879606,482,60000000
145,1,3965,-88.48758006749047,482,60000000
145,3,6766,-89.90098566725499,482,83000000
145,2,6757,-89.97328099000251,482,86000000
146,0,3737,-88.46873615286088,482,159000000
146,1,3950,-88.24730485964082,482,167000000
146,3,6816,-90.36768074487762,482,177000000
146,2,6772,-89.7497304527081,482,180000000
147,0,3750,-87.78068969877032,482,260000000
147,1,3797,-88.67048546037391,482,268000000
147,3,6766,-89.84707793373803,482,270000000
147,2,6753,-89.91088936641448,482,281000000
148,0,3780,-87.90588759927228,482,360000000
148,1,3712,-87.93886308997968,482,365000000
148,3,6789,-89.60666658142705,482,375000000
148,2,6698,-89.70059478021636,482,378000000
149,0,3824,-87.90289911834873,482,460000000
149,1,3717,-87.92780417596113,482,480000000
149,3,6738,-90.04663089140786,482,483000000
149,2,6678,-89.72505658564592,482,487000000
150,0,3936,-88.56227713386232,482,560000000
150,1,4076,-87.43338581345131,482,572000000
150,3,6731,-89.85529781189403,482,576000000
150,2,6674,-90.13942451340525,482,588000000
151,0,3963,-87.66350549949857,482,660000000
151,1,4005,-89.1557485133792,482,664000000
151,3,6703,-89.57327310078699,482,669000000
151,2,6803,-88.99412505125686,482,677000000
152,0,4038,-88.07366267940121,482,760000000
152,1,3949,-88.01628664749178,482,772000000
152,3,6743,-90.24065453021396,482,772000000
152,2,6762,-89.74002858459436,482,785000000
153,0,4269,-88.65460547668073,482,861000000
153,1,3901,-88.61462301642625,482,863000000
153,3,6743,-89.81038537917227,482,876000000
153,2,6760,-89.70359636828871,482,876000000
154,0,4298,-88.05633861596712,482,960000000
154,1,3786,-88.25147682428376,482,971000000
154,3,6745,-89.29986895141236,482,981000000
154,2,6736,-88.9454158103553,482,985000000
155,0,4334,-88.21327308642131,483,60000000
155,1,3774,-88.03415520261106,483,69000000
155,3,6756,-90.44794104094116,483,73000000
155,2,6717,-90.60316869670396,483,77000000
156,0,4303,-88.18403093385025,483,160000000
156,1,3660,-88.66368471282676,483,167000000
156,3,6742,-89.84223884730986,483,171000000
157,0,4379,-87.43129621693662,483,261000000
157,1,3582,-87.68413381377258,483,274000000
157,3,6701,-89.83989877564558,483,276000000
158,0,4307,-87.90062793593538,483,360000000
158,1,3598,-88.5084682535601,483,362000000
158,3,6500,-89.98634655751844,483,367000000
159,0,4295,-88.27903368612913,483,459000000
159,1,3307,-87.88106361358739,483,466000000
159,3,6440,-89.21837109785535,483,468000000
160,0,4408,-87.60029540816168,483,560000000
160,1,3281,-88.08063693793399,483,570000000
160,3,6410,-89.04350894903082,483,575000000
161,0,4307,-87.03847234098713,483,658000000
161,1,3386,-88.45040450276944,483,663000000
161,3,6686,-89.92937479082393,483,675000000
162,0,4439,-88.27332747840337,483,760000000
162,1,3321,-88.39538423013539,483,766000000
162,3,6640,-89.54075951208976,483,767000000
163,0,4521,-88.08971745429851,483,860000000
163,1,3319,-87.8931596254183,483,864000000
163,3,6629,-88.81882766467184,483,874000000
164,0,4543,-88.96192249919362,483,956000000
164,1,3356,-88.1759898688121,483,963000000
164,3,6365,-92.08654581370833,483,975000000
165,0,4584,-88.25303547518246,484,60000000
165,1,3328,-87.4191468443453,484,63000000
165,3,6339,-91.97073717374388,484,66000000
166,0,4541,-87.55149207478264,484,160000000
166,1,3372,-88.28983072966875,484,166000000
166,3,6304,-91.48764956891485,484,170000000
167,0,4595,-87.6617227172538,484,260000000
167,1,3359,-89.10768159697665,484,266000000
167,3,6407,-89.45820865277517,484,270000000
168,0,4601,-88.86375652306315,484,360000000
168,1,3338,-87.85156631932946,484,362000000
168,3,6428,-92.0633039260874,484,375000000
168,2,6507,-89.26062365588486,484,376000000
169,0,4549,-87.37148949591536,484,460000000
169,1,3270,-88.23178741785713,484,466000000
169,3,6390,-91.1654820499151,484,469000000
169,2,6554,-89.88330798765607,484,480000000
170,0,4584,-87.86538465261599,484,560000000
170,1,3212,-87.74343230279254,484,568000000
170,3,6343,-91.4330129505996,484,580000000
170,2,6542,-89.0168638621547,484,583000000
171,0,4667,-88.07584544671779,484,660000000
171,1,3187,-87.71971581116213,484,672000000
171,3,6063,-88.77605823598694,484,674000000
171,2,6518,-89.90548201351876,484,684000000
172,0,4701,-88.6918386461987,484,760000000
172,1,3110,-88.57754102793842,484,773000000
172,3,6044,-88.50717175248818,484,783000000
172,2,6532,-89.13550017383672,484,788000000
173,0,4897,-88.98358137754308,484,860000000
173,1,3081,-88.43731714942592,484,867000000
173,3,5987,-88.25301956814167,484,870000000
173,2,6496,-89.93986545013345,484,880000000
174,0,4954,-88.55423888309016,484,960000000
174,1,3033,-88.38710944794535,484,970000000
174,3,5994,-88.88481282522714,484,974000000
174,2,6499,-90.21635727303595,484,984000000
175,0,5002,-88.51697804038348,485,59000000
175,1,2991,-88.69812117222165,485,63000000
175,3,5972,-88.83453355577733,485,65000000
176,0,4960,-88.29803203351075,485,161000000
176,1,2972,-88.56586914229374,485,167000000
176,3,5896,-88.73951732663133,485,173000000
177,0,5052,-88.34830388469332,485,260000000
177,1,2888,-88.4853634698917,485,272000000
177,3,6079,-88.03057910818195,485,275000000
178,0,5187,-88.57541691656158,485,360000000
178,1,2829,-88.57016010174843,485,363000000
178,3,6032,-87.86017346988949,485,366000000
179,0,5194,-88.0547941060894,485,459000000
179,1,2843,-88.13086529404339,485,474000000
179,3,5998,-88.92274577421146,485,477000000
180,0,5283,-88.0705664300522,485,560000000
180,1,2826,-87.20214225173058,485,564000000
180,3,5952,-88.2189029323584,485,573000000
181,0,5156,-89.04464749295737,485,660000000
181,1,2770,-88.45403803938625,485,663000000
181,3,6026,-88.7359702895799,485,667000000
182,0,5170,-88.66902303988337,485,760000000
182,1,2754,-87.444533144031,485,773000000
182,3,6017,-88.44445640970933,485,775000000
183,0,5323,-88.46969136761972,485,860000000
183,1,2653,-87.83307048192091,485,862000000
183,3,5992,-88.89212384174624,485,866000000
184,0,5328,-88.43991383467049,485,959000000
184,1,2642,-88.5999282254205,485,963000000
184,3,5944,-88.82310567203739,485,966000000
185,0,5503,-88.11932183907724,486,60000000
185,1,2609,-88.59588237332699,486,73000000
185,3,5598,-88.42849398527667,486,75000000
186,0,5570,-88.74194719774515,486,160000000
186,1,2582,-87.68083359105101,486,164000000
186,3,5555,-88.29327912139401,486,165000000
187,0,5559,-88.01673825049339,486,260000000
187,1,2536,-88.6868711473115,486,265000000
187,3,5497,-87.68261637036056,486,267000000
188,0,5417,-88.08791271370522,486,360000000
188,1,2473,-88.05787360848032,486,379000000
188,3,5631,-88.50790631205591,486,385000000
189,0,5384,-88.79514247201391,486,460000000
189,1,2452,-87.62083447890349,486,465000000
189,3,5605,-88.10145377383446,486,475000000
190,0,5632,-88.2016391964177,486,560000000
190,1,2431,-86.9564543037797,486,568000000
190,3,5582,-88.67031616064823,486,571000000
191,0,5688,-88.97189552426643,486,660000000
191,1,2378,-88.32602024790906,486,669000000
191,3,5549,-88.60242785851307,486,671000000
192,0,5567,-88.6824895387985,486,761000000
192,1,2351,-87.77271447547507,486,774000000
192,3,5722,-88.59823498346886,486,777000000
193,0,5576,-88.12370755635682,486,859000000
193,1,2352,-88.64905602555814,486,866000000
193,3,5757,-88.0301452591629,486,868000000
194,0,5470,-88.39627290801234,486,960000000
194,1,2259,-88.13973613874263,486,962000000
194,3,5636,-88.70340351234002,486,974000000
195,0,5519,-88.60730304773813,487,60000000
195,1,2218,-88.14951400004826,487,63000000
195,3,5600,-87.87807962098816,487,66000000
196,0,5532,-88.57686210397597,487,160000000
196,1,2240,-88.87741818623246,487,164000000
196,3,5460,-88.85190053511268,487,168000000
197,0,5973,-88.08183489852809,487,260000000
197,1,2159,-88.2530466948385,487,263000000
197,3,5407,-88.79223269981765,487,274000000
198,0,6032,-88.52081282650663,487,360000000
198,1,2156,-88.60970005335086,487,364000000
198,3,5396,-88.5689482890904,487,366000000
199,0,5999,-87.66962364293076,487,460000000
199,1,2094,-87.70037956472909,487,470000000
199,3,5340,-88.22790588344891,487,473000000
200,0,6006,-88.02822145616139,487,560000000
200,1,2120,-88.63789106429998,487,566000000
200,3,5277,-87.60785469362122,487,579000000
201,0,5922,-88.82369895424449,487,660000000
201,1,2106,-87.8702046292062,487,663000000
201,3,5576,-88.82864679982023,487,665000000
202,0,5971,-88.93842630743605,487,760000000
202,1,2075,-88.77790128153202,487,764000000
202,3,5529,-88.18155539524139,487,775000000
203,0,5967,-87.90057722803313,487,860000000
203,1,2000,-87.92335553326737,487,865000000
203,3,5538,-88.38808724827321,487,878000000
204,0,5980,-88.13639480913088,487,960000000
204,1,2003,-88.93283252923322,487,970000000
204,3,5521,-88.35191939528751,487,975000000
205,0,6075,-88.62686418074111,488,58000000
205,1,1936,-88.17739084002316,488,63000000
205,3,5408,-88.90846064593742,488,66000000
206,0,6370,-91.39995291055678,488,160000000
206,1,1991,-88.7844692424037,488,171000000
206,3,5377,-88.73084624560045,488,172000000
207,0,6454,-92.17098150173364,488,260000000
207,1,1946,-88.63916212814804,488,266000000
207,3,5360,-87.75830067351059,488,269000000
208,0,6307,-91.98653825030298,488,360000000
208,1,1921,-87.89525680054213,488,361000000
208,3,5348,-88.77553300537024,488,372000000
209,0,6330,-92.80019451879927,488,459000000
209,1,1874,-88.12257773907164,488,463000000
209,3,5290,-88.366619075425,488,463000000
210,0,6579,-88.86086826320964,488,560000000
210,1,1879,-88.47547978652325,488,563000000
210,3,5319,-87.18071650675864,488,566000000
211,0,6644,-89.31784405445131,488,660000000
211,1,1887,-88.2911114320755,488,669000000
211,3,5197,-88.27857464784535,488,673000000
212,0,6430,-91.73538248714968,488,760000000
212,1,1833,-87.76250471630767,488,761000000
212,3,5221,-88.41547505425167,488,765000000
213,0,6460,-89.91014971869362,488,860000000
213,1,1811,-88.18692835223017,488,862000000
213,3,5130,-88.25801975915941,488,867000000
214,0,6489,-88.49634059249038,488,960000000
214,1,1805,-88.64792820173147,488,961000000
214,3,5156,-88.61462057044754,488,963000000
215,0,6741,-89.69598521319682,489,60000000
215,1,1817,-87.76265821791428,489,63000000
215,3,5124,-88.26446666408795,489,67000000
216,0,6762,-90.2789088263642,489,160000000
216,1,1788,-88.07973425687221,489,172000000
216,3,5262,-88.06989275596523,489,175000000
217,0,6747,-89.75456754105879,489,260000000
217,1,1826,-87.72715444332898,489,263000000
217,3,5249,-88.56249490460783,489,266000000
218,0,6761,-89.64660195606403,489,360000000
218,1,1844,-88.07356719890582,489,368000000
218,3,5194,-87.89268670660516,489,371000000
219,0,6706,-89.86577118141398,489,460000000
219,1,1748,-88.33032736053026,489,462000000
219,3,5217,-88.66462940940036,489,478000000
220,0,6765,-90.13862059359067,489,561000000
220,1,1799,-88.51886259814758,489,565000000
220,3,5169,-88.43376880650891,489,575000000
221,0,6761,-89.02725395614581,489,660000000
221,1,1772,-88.15466183596254,489,665000000
221,3,5138,-88.14487892464143,489,668000000
222,0,6855,-89.08913354245897,489,760000000
222,1,1768,-88.74816233382536,489,768000000
222,3,5161,-88.15887752505299,489,771000000
223,0,7256,-93.43675997054908,489,859000000
223,1,1805,-87.7919078901936,489,863000000
223,3,5104,-88.35740711594781,489,869000000
224,0,7319,-93.48037006697103,489,959000000
224,1,1813,-88.06902695658854,489,965000000
224,3,5114,-88.0223655388762,489,967000000
225,0,7312,-93.19740882006914,490,60000000
225,1,1816,-88.26646820781357,490,64000000
225,3,5065,-88.4786737455847,490,67000000
226,0,7326,-92.16993541695226,490,160000000
226,1,1773,-87.65458448844127,490,169000000
226,3,5052,-88.23486968699116,490,170000000
227,0,7412,-92.03893060136444,490,260000000
227,1,1820,-88.64196823825243,490,272000000
227,3,5036,-88.7411947527645,490,275000000
228,0,7366,-91.5906979215298,490,360000000
228,1,1813,-88.15947636131945,490,363000000
228,3,5013,-88.6033195092633,490,373000000
229,0,7414,-91.53003699700284,490,460000000
229,1,1816,-88.18613820415307,490,464000000
229,3,4994,-88.32663455775266,490,467000000
230,0,7330,-93.58952257095554,490,559000000
230,1,1817,-88.23020433494764,490,566000000
230,3,4984,-88.26573574725134,490,577000000
231,0,7391,-92.04601077773168,490,660000000
231,1,1831,-87.50352523134882,490,667000000
231,3,5004,-87.62551258458195,490,670000000
232,0,7442,-92.27803619105995,490,757000000
232,1,1917,-87.704336342142,490,764000000
232,3,4960,-89.02232381239689,490,775000000
233,0,7473,-92.240056281177,490,860000000
233,1,1910,-88.14193678044482,490,867000000
233,3,5018,-88.35744262098768,490,878000000
234,0,7459,-90.7071906324288,490,960000000
234,1,1932,-88.23471021980043,490,966000000
234,3,4966,-88.29211761245908,490,968000000
235,0,7508,-90.6996125814506,491,60000000
235,1,1967,-88.13177916145928,491,66000000
235,3,4991,-87.93711540249147,491,68000000
236,0,7533,-91.10064146758256,491,160000000
236,1,1906,-87.44642004968419,491,168000000
236,3,4966,-88.09596285143697,491,179000000
237,0,7522,-90.69777254114184,491,260000000
237,1,1943,-88.25321026214945,491,275000000
237,3,4952,-88.3707865311362,491,286000000
238,0,7511,-90.50674023398786,491,360000000
238,1,1979,-88.49151367495939,491,363000000
238,3,4979,-87.5695576779096,491,366000000
239,0,7498,-90.70054694707446,491,460000000
239,1,1983,-88.70364556551465,491,460000000
239,3,5021,-87.96163628264088,491,472000000
240,0,7548,-89.88967408615113,491,559000000
240,1,1983,-87.7961563488593,491,560000000
240,3,4978,-87.73081188344307,491,575000000
241,0,7525,-90.6196314452086,491,660000000
241,1,2004,-87.9131497182968,491,668000000
241,3,4971,-88.01577620808358,491,671000000
242,0,7542,-90.54350111241968,491,760000000
242,1,1969,-88.22272889142546,491,763000000
242,3,4969,-88.04392928642427,491,767000000
243,0,7535,-90.40372605271918,491,860000000
243,1,1938,-87.42557306108746,491,865000000
243,3,4933,-89.51354795897595,491,867000000
244,0,7582,-90.22980014138336,491,960000000
244,1,1974,-87.44253760419198,491,962000000
244,3,4937,-88.24293735739404,491,973000000
245,0,7569,-90.183483349393,492,60000000
245,1,1973,-87.6907909801217,492,62000000
245,3,4906,-88.3969472019424,492,66000000
246,0,7529,-90.24008868494722,492,160000000
246,1,1944,-87.97257275191143,492,167000000
246,3,4960,-88.23912984192853,492,169000000
247,0,7512,-91.85898625709096,492,260000000
247,1,1966,-87.96502090386764,492,267000000
247,3,4967,-87.83134054813017,492,270000000
248,0,7563,-91.0429749845168,492,360000000
248,1,1955,-89.0076992845929,492,373000000
248,3,4911,-88.34001137547845,492,377000000
249,0,7563,-90.8889883231214,492,460000000
249,1,1966,-88.25883253332397,492,463000000
249,3,4954,-88.22923717829882,492,466000000
250,0,7525,-90.7706179785744,492,560000000
250,1,1964,-87.90761406986653,492,570000000
250,3,4913,-88.1492340398299,492,580000000
251,0,7571,-91.36068656039517,492,658000000
251,1,1973,-88.72350158702471,492,673000000
251,3,4958,-88.76532265587768,492,676000000
252,0,7542,-90.72738504222868,492,759000000
252,1,1934,-88.18403094403916,492,764000000
252,3,4969,-88.33992618624502,492,768000000
253,0,7548,-90.444380543143,492,860000000
253,1,1896,-88.79596866432341,492,871000000
253,3,4977,-88.25589489204546,492,872000000
254,0,7473,-89.77871270180403,492,960000000
254,1,1946,-89.0027607186705,492,965000000
254,3,4990,-88.59656472963665,492,975000000
255,0,7486,-90.6229489954553,493,60000000
255,1,1951,-88.24360322762563,493,63000000
255,3,5003,-87.66457468437417,493,65000000
0,0,7507,-90.44146351596297,493,160000000
0,1,1983,-87.93951983110897,493,168000000
0,3,5028,-88.02658405119989,493,170000000
1,0,7507,-91.32559007916042,493,260000000
1,1,1910,-87.9858707091742,493,263000000
1,3,5074,-88.73921589439348,493,265000000
2,0,7479,-91.3558027414592,493,360000000
2,1,1961,-87.81343207877298,493,365000000
2,3,5051,-88.70080337201424,493,368000000
3,0,7470,-89.90140653418149,493,459000000
3,1,1913,-88.60822264513804,493,468000000
3,3,5063,-87.0707872088127,493,470000000
4,0,7455,-91.21826099237371,493,560000000
4,1,1964,-87.73361439066953,493,561000000
4,3,5156,-89.04015614922295,493,571000000
5,0,7408,-90.40348851511068,493,658000000
5,1,1936,-87.92620324499907,493,672000000
5,3,5159,-87.60065072322797,493,691000000
6,0,7457,-91.41034557931636,493,760000000
6,1,1923,-88.56750266633387,493,769000000
6,3,5190,-87.84218866650723,493,772000000
7,0,7427,-91.13633612879852,493,860000000
7,1,1904,-88.56619151514352,493,863000000
7,3,5185,-88.54526001164756,493,873000000
8,0,7440,-91.54495767833755,493,958000000
8,1,1938,-88.57327485426487,493,966000000
8,3,5227,-88.53085748281718,493,966000000
9,0,7440,-91.4454053370391,494,60000000
9,1,1917,-88.35646002004283,494,65000000
9,3,5193,-88.69659723528402,494,67000000
10,0,7429,-91.55129712736316,494,160000000
10,1,1905,-87.96546521141534,494,168000000
10,3,5217,-88.41731285357663,494,170000000
11,0,7414,-92.10330728640814,494,260000000
11,1,1910,-87.79436533795045,494,262000000
11,3,5089,-88.63145635260533,494,287000000
12,0,7413,-92.06180370198535,494,360000000
12,1,1892,-87.90179982808466,494,363000000
12,3,5147,-87.90536747682674,494,363000000
13,0,7416,-91.46418349585146,494,460000000
13,1,1885,-88.28506642912812,494,464000000
13,3,5193,-88.35325895917029,494,467000000
14,0,7383,-92.10655110517506,494,560000000
14,1,1918,-88.03372582433846,494,561000000
14,3,5151,-88.48725308061414,494,576000000
15,0,7377,-92.10193022300815,494,660000000
15,1,1898,-88.2586860101974,494,661000000
15,3,5165,-88.04576789598116,494,663000000
16,0,7371,-91.4637824671316,494,759000000
16,1,1938,-89.00904861362895,494,764000000
16,3,5210,-88.49404060360237,494,765000000
17,0,7404,-91.5710225380818,494,859000000
17,1,1893,-88.00057664847824,494,868000000
17,3,5284,-87.82375060782242,494,870000000
18,0,7387,-91.73594213391316,494,960000000
18,1,1938,-88.37755523670485,494,962000000
18,3,5308,-88.19964479429692,494,974000000
19,0,7347,-90.91909302789958,495,60000000
19,1,1952,-87.40501137306104,495,63000000
19,3,5354,-88.42895898135447,495,65000000
20,0,7322,-92.43013451819184,495,159000000
20,1,1942,-87.54988489434372,495,166000000
20,3,5304,-88.40211010754204,495,168000000
21,0,7367,-92.52212128398648,495,260000000
21,1,1929,-88.80970655225916,495,270000000
21,3,5375,-87.99855648847279,495,281000000
22,0,7354,-92.72220590302288,495,359000000
22,1,1932,-87.89110306022997,495,364000000
22,3,5405,-88.45693137265279,495,373000000
23,0,7324,-91.65775390681782,495,460000000
23,1,1911,-88.94246206635894,495,464000000
23,3,5396,-88.77055683896867,495,466000000
24,0,7315,-92.03126916696364,495,560000000
24,1,1922,-88.78592916013052,495,564000000
24,3,5501,-88.71705401139145,495,569000000
25,0,7362,-94.2517477217679,495,660000000
25,1,1934,-88.04761844724285,495,709000000
25,3,5541,-88.50679840786603,495,712000000
26,0,7347,-93.5105340964688,495,759000000
26,1,1922,-87.97319513445697,495,767000000
26,3,5549,-89.40668516113702,495,769000000
27,0,7338,-93.35168798216628,495,860000000
27,1,1922,-88.8654183955939,495,868000000
27,3,5562,-88.29908979563216,495,873000000
28,0,7315,-94.26491096944312,495,959000000
28,1,1922,-88.75410640800007,495,963000000
28,3,5531,-88.48195293366608,495,975000000
29,0,7341,-93.58394395980184,496,60000000
29,1,1928,-88.08281966345538,496,64000000
