seq,sec,nsec,X,Y,Z
1469,179,259000000,7.284724038285831,0.2350993094808429,1.6524250364802386
1470,179,359000000,7.333996838510917,0.2433246061417616,1.6514450364802382
1471,179,459000000,7.383269638736004,0.2515499028026802,1.6504650364802378
1472,179,559000000,7.43254243896109,0.2597751994635989,1.6494850364802374
1473,179,659000000,7.481815239186177,0.2680004961245175,1.648505036480237
1474,179,758000000,7.531088039411263,0.2762257927854362,1.6475250364802363
1475,179,858000000,7.580360839636349,0.2844510894463548,1.646545036480236
1476,179,959000000,7.629633639861436,0.2926763861072735,1.6455650364802357
1477,180,59000000,7.678906440086522,0.3009016827681921,1.6445850364802352
1478,180,159000000,7.728179240311609,0.3091269794291107,1.6436050364802348
1479,180,259000000,7.777452040536695,0.3173522760900294,1.6426250364802344
1480,180,359000000,7.826724840761781,0.325577572750948,1.641645036480234
1481,180,459000000,7.875188216881944,0.3329934453069245,1.6414744605851754
1482,180,559000000,7.921133009850624,0.3378907347114046,1.643822467841613
1483,180,659000000,7.963831950648361,0.3413203024439115,1.64941632726898
1484,180,759000000,8.004287900581646,0.3465739056564408,1.6572531775608017
1485,180,859000000,8.04749513099947,0.3531654557765294,1.6637835870258548
1486,180,959000000,8.09501395686375,0.3612572979170988,1.665760388171116
1487,181,59000000,8.144285659705814,0.3694836919611288,1.664781485554227
1488,181,159000000,8.193558459930989,0.3777089886220475,1.6638014855542265
1489,181,259000000,8.242831260156164,0.3859342852829661,1.662821485554226
1490,181,359000000,8.29210406038134,0.3941595819438848,1.6618414855542256
1491,181,459000000,8.341376860606514,0.4023848786048034,1.6608614855542252
1492,181,559000000,8.39064966083169,0.4106101752657221,1.6598814855542248
1493,181,659000000,8.439922461056865,0.4188354719266407,1.6589014855542243
1494,181,759000000,8.48549553484261,0.4226577928929322,1.672032136797346
1495,181,859000000,8.532590919011934,0.4307747573596969,1.6792656992706902
1496,181,959000000,8.580522955483124,0.4397703287018858,1.6802467719218497
1497,182,59000000,8.629140392439602,0.4482584481950292,1.680226618430144
1498,182,159000000,8.678435872876301,0.4565159404330225,1.679285168130132
1499,182,259000000,8.727708673101477,0.4647412370939412,1.6783051681301315
1500,182,359000000,8.776981473326652,0.4729665337548598,1.677325168130131
1501,182,459000000,8.774757956490932,0.4634384296967693,1.676345168130131
1502,182,559000000,8.763446854291525,0.4507773725706184,1.6753651681301305
1503,182,659000000,8.752135752092117,0.4381163154444674,1.6743851681301298
1504,182,759000000,8.741165082194621,0.4257568607401046,1.6737456004320412
